Rank,Lane,Name,Winning Rate,Pick rate
Platinum,Mid,Ornn,50.33,0.79
Platinum,Mid,Zilean,52.51,0.81
Platinum,Mid,Mordekaiser,51.58,0.84
Platinum,Mid,Aurelion Sol,54.35,0.85
Platinum,Mid,Malphite,50.78,0.86
Platinum,Mid,Pyke,53.09,1.05
Platinum,Mid,Veigar,51.36,1.11
Platinum,Mid,Garen,53.42,1.36
Platinum,Mid,Lux,51.44,1.38
Platinum,Mid,Jayce,49.54,1.44
Platinum,Mid,Aatrox,50.68,1.53
Platinum,Mid,Annie,54.17,1.55
Platinum,Mid,Renekton,51.36,1.56
Platinum,Mid,Xerath,50.42,1.73
Platinum,Mid,Azir,47.45,1.76
Platinum,Mid,Viktor,48.97,1.87
Platinum,Mid,Anivia,52.57,1.94
Platinum,Mid,Ryze,47.71,1.97
Platinum,Mid,Rumble,49.5,2.1
Platinum,Mid,Lissandra,49.43,2.19
Platinum,Mid,Qiyana,49.65,2.3
Platinum,Mid,Nocturne,53.62,2.43
Platinum,Mid,Malzahar,51.44,2.45
Platinum,Mid,Corki,48.07,3.21
Platinum,Mid,Lucian,45.26,3.37
Platinum,Mid,Akali,46.41,4.62
Platinum,Mid,Orianna,51.28,4.65
Platinum,Mid,Vladimir,50.4,4.66
Platinum,Mid,Cassiopeia,51.59,4.85
Platinum,Mid,Ekko,52.42,5.25
Platinum,Mid,Pantheon,52.8,5.25
Platinum,Mid,Galio,52.3,5.37
Platinum,Mid,Diana,51.9,5.38
Platinum,Mid,Talon,52.79,5.5
Platinum,Mid,Ahri,52.89,5.53
Platinum,Mid,Zoe,50.58,5.61
Platinum,Mid,Irelia,46.39,6.06
Platinum,Mid,Kassadin,51.02,6.1
Platinum,Mid,Katarina,53.06,6.16
Platinum,Mid,Fizz,51.73,6.5
Platinum,Mid,Syndra,48.33,6.51
Platinum,Mid,Zed,49.99,9.1
Platinum,Mid,Sylas,49.15,9.75
Platinum,Mid,LeBlanc,48.19,10.23
Platinum,Mid,Yasuo,50.95,11.09
Platinum,Mid,Twisted Fate,51.38,13.63
Platinum,Bottom,Cho'Gath,54.61,0.03
Platinum,Bottom,Viktor,45.8,0.07
Platinum,Bottom,Rengar,58.71,0.07
Platinum,Bottom,Veigar,53.95,0.08
Platinum,Bottom,Tahm Kench,50.0,0.1
Platinum,Bottom,Taliyah,46.92,0.13
Platinum,,Corki,49.16,0.14
Platinum,Bottom,kindred,50.88,0.14
Platinum,Bottom,Heimerdinger,49.45,0.21
Platinum,Bottom,Zed,54.39,0.33
Platinum,Bottom,Maokai,55.68,0.42
Platinum,Bottom,Ziggs,51.49,0.55
Platinum,Bottom,Swain,50.44,0.6
Platinum,Bottom,Syndra,50.46,0.63
Platinum,Bottom,Cassiopeia,52.89,1.02
Platinum,Bottom,Twitch,51.82,1.2
Platinum,Bottom,Kog'Maw,51.89,1.27
Platinum,Bottom,Tristana,49.37,1.84
Platinum,Bottom,Yasuo,52.25,2.22
Platinum,Bottom,Draven,51.21,2.24
Platinum,Bottom,Xayah,48.87,2.6
Platinum,Bottom,Sivir,51.6,4.37
Platinum,Bottom,Jinx,51.86,6.31
Platinum,Bottom,kalista,49.78,6.78
Platinum,Bottom,Jhin,51.74,6.93
Platinum,Bottom,Miss Fortune,50.74,7.46
Platinum,Bottom,Vayne,50.7,11.21
Platinum,Bottom,Caitlyn,51.34,12.02
Platinum,Bottom,Varus,51.57,12.02
Platinum,Bottom,Ashe,52.97,12.12
Platinum,Bottom,Lucian,48.35,14.02
Platinum,Bottom,Aphelios,,16.46
Platinum,Bottom,Kai'Sa,48.53,22.8
Platinum,Bottom,,51.81,49.53
Platinum,Supporter,Ivern,38.15,0.04
Platinum,Supporter,Singed,45.54,0.05
Platinum,Supporter,Cho'Gath,47.41,0.05
Platinum,Supporter,Rammus,32.96,0.06
Platinum,,Lissandra,44.01,0.06
Platinum,Supporter,Kennen,50.0,0.08
Platinum,Supporter,Heimerdinger,47.1,0.12
Platinum,Supporter,Ziggs,46.88,0.14
Platinum,Supporter,Syndra,43.4,0.17
Platinum,Supporter,Rumble,43.77,0.17
Platinum,Supporter,Sion,50.39,0.17
Platinum,Supporter,Taliyah,53.35,0.17
Platinum,Supporter,Teemo,41.18,0.18
Platinum,Supporter,Zoe,45.18,0.18
Platinum,Supporter,Trundle,47.88,0.2
Platinum,Supporter,Anivia,46.97,0.25
Platinum,Supporter,LeBlanc,43.55,0.28
Platinum,Supporter,Annie,49.56,0.28
Platinum,Supporter,Ashe,46.53,0.32
Platinum,Supporter,Gragas,50.03,0.36
Platinum,Supporter,Nunu,38.41,0.38
Platinum,Supporter,Miss Fortune,43.67,0.38
Platinum,Supporter,Volibear,35.36,0.46
Platinum,Supporter,Veigar,47.6,0.5
Platinum,Supporter,Neeko,49.94,0.53
Platinum,Supporter,Tahm Kench,46.73,0.64
Platinum,Supporter,Poppy,50.4,0.66
Platinum,Supporter,Zac,50.67,0.76
Platinum,Supporter,Shen,50.46,0.8
Platinum,Supporter,Malphite,47.25,0.94
Platinum,Supporter,Fiddlesticks,52.13,1.03
Platinum,Supporter,Pantheon,51.41,1.24
Platinum,Supporter,Blitzcrank,52.3,1.33
Platinum,Supporter,Galio,52.28,1.63
Platinum,,Vel'Koz,50.25,1.78
Platinum,Supporter,Taric,52.56,1.84
Platinum,Supporter,Sona,53.03,1.84
Platinum,Supporter,Brand,50.92,1.9
Platinum,Supporter,Maokai,52.89,2.02
Platinum,Supporter,Shaco,52.62,2.17
Platinum,Supporter,Rakan,50.17,2.31
Platinum,Supporter,Zyra,52.15,2.39
Platinum,Supporter,Braum,49.48,2.72
Platinum,Supporter,Swain,50.5,2.72
Platinum,Supporter,Nami,50.48,3.42
Platinum,Supporter,Alistar,51.53,3.98
Platinum,Supporter,Janna,52.64,4.2
Platinum,Supporter,Xerath,50.05,4.27
Platinum,Supporter,Lux,51.47,4.31
Platinum,Supporter,Zilean,52.76,5.16
Platinum,Supporter,,48.91,5.27
Platinum,Supporter,Soraka,51.71,5.53
Platinum,Supporter,Bard,53.87,6.63
Platinum,Supporter,Morgana,49.48,7.6
Platinum,Supporter,Pyke,49.85,8.46
Platinum,Supporter,Karma,50.71,8.55
Platinum,Supporter,Lulu,52.14,8.6
Platinum,Supporter,Leona,52.2,9.48
Platinum,Supporter,Nautilus,50.18,9.54
Platinum,Supporter,Senna,50.74,13.96
Platinum,Supporter,Yuumi,50.21,17.77
Platinum,Supporter,Thresh,50.44,22.65
Diamond+,Top,Azir,49.5,0.05
Diamond+,Top,Annie,47.17,0.06
Diamond+,Top,Draven,48.1,0.08
Diamond+,Top,Anivia,48.28,0.08
Diamond+,Top,Amumu,50.31,0.09
Diamond+,Top,Corki,45.88,0.1
Diamond+,Top,Sejuani,50.54,0.1
Diamond+,Top,Karthus,52.22,0.1
Diamond+,Top,Diana,54.19,0.1
Diamond+,Top,Swain,47.53,0.12
Diamond+,Top,Kha'Zix,53.67,0.12
Diamond+,Top,Tristana,56.22,0.13
Diamond+,Top,Nunu,40.82,0.14
Diamond+,Top,Viktor,46.76,0.15
Diamond+,Top,Malzahar,46.76,0.16
Diamond+,Top,Zilean,52.2,0.17
Diamond+,Top,Lissandra,52.22,0.17
Diamond+,Top,Skarner,56.35,0.17
Diamond+,Top,Soraka,46.96,0.19
Diamond+,Top,Gragas,49.49,0.21
Diamond+,Top,Master Yi,47.88,0.22
Diamond+,Top,Neeko,52.48,0.29
Diamond+,Top,Tahm Kench,50.41,0.33
Diamond+,Top,Rammus,51.32,0.33
Diamond+,Top,Nocturne,54.66,0.33
Diamond+,Top,Trundle,45.51,0.34
Diamond+,Top,Kassadin,51.61,0.47
Diamond+,Top,Karma,50.16,0.5
Diamond+,Top,Shyvana,51.97,0.55
Diamond+,Top,Lulu,57.05,0.55
Diamond+,Top,Dr. Mundo,48.58,0.61
Diamond+,Top,Warwick,48.07,0.64
Diamond+,Top,Sion,52.84,0.71
Diamond+,Top,kalista,47.14,0.78
Diamond+,Top,Cho'Gath,53.15,0.78
Diamond+,Top,Ryze,47.99,0.8
Diamond+,Top,illaoi,49.15,0.95
Diamond+,Top,Yasuo,47.04,0.97
Diamond+,Top,Cassiopeia,54.47,0.98
Diamond+,Top,Zac,50.59,1.0
Diamond+,Top,Yorick,53.48,1.04
Diamond+,Top,Kayn,50.25,1.09
Diamond+,Top,Heimerdinger,52.7,1.09
Diamond+,Top,Rumble,51.23,1.2
Diamond+,Top,Pantheon,53.32,1.29
Diamond+,Top,Urgot,40.8,1.41
Diamond+,Top,Vayne,51.58,1.46
Diamond+,Top,Teemo,50.74,1.52
Diamond+,Top,Olaf,54.33,1.58
Diamond+,Top,Nasus,50.3,1.59
Diamond+,Top,Gnar,51.58,1.63
Diamond+,Top,Kayle,51.93,1.7
Diamond+,Top,Fiddlesticks,50.56,1.73
Diamond+,Top,Kennen,51.17,1.77
Diamond+,Top,Tryndamere,52.45,1.79
Diamond+,Top,Quinn,53.84,1.87
Diamond+,Top,Riven,51.29,2.05
Diamond+,Top,Kled,53.04,2.65
Diamond+,Top,Singed,53.26,2.67
Diamond+,Top,Shen,52.68,2.82
Diamond+,Top,Rengar,53.88,2.84
Diamond+,Top,Lucian,47.02,2.93
Diamond+,Top,Malphite,51.54,3.21
Diamond+,Top,Akali,47.7,3.27
Diamond+,Top,Hecarim,52.66,3.48
Diamond+,Top,Vladimir,50.35,3.93
Diamond+,Top,Volibear,41.27,4.33
Diamond+,Top,Sylas,49.3,4.48
Diamond+,Top,Poppy,53.58,4.51
Diamond+,Top,Gangplank,50.96,4.59
Diamond+,Top,Camille,54.25,4.75
Diamond+,Top,Garen,50.68,5.7
Diamond+,Top,Maokai,51.76,6.97
Diamond+,Top,Irelia,,7.0
Diamond+,Top,Ornn,50.22,7.06
Diamond+,Top,Jayce,49.46,7.08
Diamond+,Top,Fiora,51.78,7.36
Diamond+,Top,Jax,53.42,7.44
Diamond+,Top,Sett,,7.56
Diamond+,Top,Darius,52.05,7.63
Diamond+,Top,Mordekaiser,49.34,8.77
Diamond+,Top,Wukong,52.86,9.55
Diamond+,Top,Renekton,50.74,10.63
Diamond+,Top,Aatrox,49.42,14.07
Diamond+,Jungle,Teemo,33.64,0.06
Diamond+,Jungle,Aurelion Sol,42.86,0.06
Diamond+,Jungle,Urgot,50.48,0.06
Diamond+,Jungle,Cho'Gath,47.58,0.07
Diamond+,Jungle,Brand,51.82,0.07
Diamond+,Jungle,Rumble,42.33,0.1
,Jungle,Diana,46.53,0.13
Diamond+,Jungle,Morgana,50.91,0.14
Diamond+,Jungle,Qiyana,40.38,0.17
Diamond+,Jungle,Camille,44.91,0.32
Diamond+,Jungle,Skarner,50.74,0.44
Diamond+,Jungle,Pantheon,49.42,0.47
Diamond+,Jungle,Twitch,48.73,0.49
Diamond+,Jungle,Dr. Mundo,53.01,0.57
Diamond+,Jungle,Udyr,53.15,0.66
Diamond+,Jungle,Nocturne,47.7,0.73
Diamond+,Jungle,Amumu,47.43,0.88
Diamond+,Jungle,Rengar,49.94,0.88
Diamond+,Jungle,Jax,53.15,0.98
Diamond+,Jungle,Sett,49.14,1.04
Diamond+,Jungle,Vi,49.92,1.08
Diamond+,Jungle,Ivern,52.09,1.14
Diamond+,Jungle,Volibear,40.8,1.19
Diamond+,Jungle,Rammus,48.29,1.39
Diamond+,Jungle,Sejuani,49.48,1.42
Diamond+,Jungle,Taliyah,52.46,1.42
Diamond+,Jungle,Poppy,53.23,1.58
Diamond+,Jungle,Kha'Zix,50.14,1.71
Diamond+,Jungle,Wukong,51.91,2.0
Diamond+,Jungle,Warwick,51.47,2.09
Diamond+,Jungle,Master Yi,48.6,2.44
Diamond+,Jungle,Gragas,47.97,2.63
Diamond+,Jungle,Xin Zhao,50.19,2.75
Diamond+,Jungle,Nunu,51.09,2.87
Diamond+,Jungle,Shaco,52.11,3.3
Diamond+,Jungle,Hecarim,50.11,3.31
Diamond+,Jungle,Shyvana,50.24,3.43
Diamond+,Jungle,Fiddlesticks,52.42,3.43
Diamond+,Jungle,Evelynn,53.98,4.21
Diamond+,Jungle,kindred,51.24,4.4
Diamond+,Jungle,Karthus,53.4,4.48
Diamond+,Jungle,Olaf,51.72,4.57
Diamond+,Jungle,Sylas,45.6,5.58
Diamond+,Jungle,Jarvan IV,47.96,6.75
Diamond+,Jungle,Zac,51.34,6.99
Diamond+,Jungle,Kayn,50.4,7.25
Diamond+,Jungle,Trundle,51.84,8.42
Diamond+,Jungle,Rek'Sai,53.57,11.14
Diamond+,Jungle,Nidalee,52.09,12.0
Diamond+,Jungle,Elise,52.5,12.41
Diamond+,,Ekko,50.75,16.33
Diamond+,Jungle,Graves,51.0,17.0
Diamond+,Jungle,Lee Sin,50.04,30.02
Diamond+,Mid,Urgot,52.8,0.07
Diamond+,Mid,Teemo,39.74,0.08
Diamond+,Mid,Singed,45.45,0.08
Diamond+,Mid,Nasus,42.2,0.09
Diamond+,Mid,Brand,45.68,0.09
Diamond+,Mid,Sion,46.24,0.09
Diamond+,Mid,Nunu,13.26,0.1
Diamond+,Mid,Kayle,52.13,0.11
Diamond+,Mid,Volibear,30.74,0.13
Diamond+,,Kog'Maw,38.96,0.13
Diamond+,Mid,Poppy,55.17,0.14
Diamond+,Mid,Gangplank,45.33,0.16
Diamond+,Mid,Gragas,49.33,0.16
Diamond+,Mid,Riven,52.6,0.17
Diamond+,Mid,Fiora,53.39,0.2
Diamond+,Mid,Karthus,53.53,0.2
Diamond+,Mid,Swain,57.06,0.27
Diamond+,Mid,kalista,49.9,0.28
Diamond+,Mid,Kennen,55.6,0.28
Diamond+,Mid,Master Yi,49.25,0.29
Diamond+,Mid,Taric,59.58,0.29
Diamond+,Mid,Tryndamere,49.21,0.31
Diamond+,Mid,Kayn,50.77,0.32
Diamond+,Mid,Tristana,50.84,0.32
Diamond+,Mid,Quinn,52.18,0.32
Diamond+,Mid,Morgana,51.89,0.37
Diamond+,Mid,Heimerdinger,49.35,0.38
Diamond+,Mid,Malphite,47.83,0.43
Diamond+,Mid,Wukong,54.01,0.46
Diamond+,Mid,Lux,46.96,0.51
Diamond+,Mid,Ziggs,47.53,0.51
Diamond+,Mid,Cho'Gath,50.34,0.55
Diamond+,Mid,Taliyah,58.63,0.62
Diamond+,Mid,Veigar,49.91,0.63
Diamond+,Mid,Neeko,50.17,0.63
Diamond+,Mid,Zilean,50.91,0.63
Diamond+,Mid,Ornn,47.86,0.7
Diamond+,Mid,Camille,47.08,0.71
Diamond+,Mid,Mordekaiser,49.69,0.71
Diamond+,Mid,Vel'Koz,52.2,0.77
Diamond+,Mid,Kled,55.41,0.86
Diamond+,Mid,Sett,49.91,0.93
Diamond+,Mid,Lulu,54.32,0.98
Diamond+,Mid,Karma,50.93,0.99
Diamond+,Mid,Annie,52.22,1.02
Diamond+,Mid,Pyke,52.83,1.16
Diamond+,Mid,Garen,50.77,1.2
Diamond+,Mid,Aurelion Sol,52.21,1.22
Diamond+,Mid,Viktor,48.24,1.25
Diamond+,Mid,Xerath,50.15,1.25
Diamond+,Mid,Ryze,45.5,1.54
Diamond+,Mid,Azir,47.15,1.73
Diamond+,Mid,Aatrox,49.53,1.73
Diamond+,Mid,Malzahar,50.97,1.75
Diamond+,Mid,Renekton,51.64,1.75
Diamond+,Mid,Jayce,50.33,1.92
Diamond+,Mid,Lissandra,51.82,2.47
Diamond+,Mid,Nocturne,53.11,2.51
Diamond+,Mid,Anivia,53.2,
Diamond+,Mid,Corki,45.79,2.66
Diamond+,Mid,Rumble,50.09,2.9
Diamond+,Mid,Vladimir,49.33,3.43
Diamond+,Mid,Lucian,44.57,3.67
Diamond+,Mid,Orianna,50.96,4.15
Diamond+,Mid,Ahri,53.61,4.26
Diamond+,Mid,Qiyana,52.52,4.33
Diamond+,Mid,Akali,47.14,4.39
Diamond+,Mid,,52.38,4.51
Diamond+,Mid,Cassiopeia,52.56,4.59
Diamond+,Mid,Irelia,46.58,4.79
Diamond+,Mid,Ekko,51.06,6.2
Diamond+,Mid,Katarina,53.14,6.29
Diamond+,Mid,Pantheon,53.55,6.33
Diamond+,Mid,Fizz,52.84,6.4
Diamond+,Mid,Kassadin,50.97,6.49
Diamond+,Mid,Galio,53.33,6.83
Diamond+,Mid,Talon,53.29,7.05
Diamond+,Mid,Zed,49.21,7.42
Diamond+,Mid,Sylas,48.55,8.58
Diamond+,Mid,Syndra,49.37,8.62
Diamond+,Mid,Zoe,53.02,8.86
Diamond+,Mid,LeBlanc,48.45,9.37
Diamond+,Mid,Yasuo,50.97,9.38
Diamond+,Mid,Twisted Fate,52.26,13.95
Diamond+,Bottom,Rengar,51.2,0.09
Diamond+,Bottom,Corki,46.52,0.1
Diamond+,Bottom,Viktor,47.59,0.1
Diamond+,Bottom,Vel'Koz,49.04,0.11
Diamond+,Bottom,Veigar,52.71,0.15
Diamond+,Bottom,Tahm Kench,51.54,0.16
Diamond+,Bottom,Zed,50.47,0.28
Diamond+,Bottom,Taliyah,55.98,0.29
Diamond+,Bottom,kindred,55.65,0.31
Diamond+,Bottom,Heimerdinger,50.51,0.52
Diamond+,Bottom,Ziggs,50.39,0.61
Diamond+,Bottom,Swain,52.9,0.62
Diamond+,Bottom,Maokai,52.91,0.64
Diamond+,Bottom,Kog'Maw,52.33,0.94
Diamond+,Bottom,Syndra,49.9,1.05
Diamond+,Bottom,Twitch,52.79,1.6
Diamond+,Bottom,Tristana,49.96,1.81
Diamond+,Bottom,Cassiopeia,53.09,1.82
Diamond+,Bottom,Xayah,48.93,2.26
Diamond+,Bottom,Yasuo,51.79,2.77
Diamond+,Bottom,Draven,54.06,3.06
Diamond+,Bottom,Jinx,51.22,4.31
Diamond+,Bottom,Sivir,50.47,4.58
Diamond+,Bottom,Jhin,50.53,5.06
Diamond+,Bottom,Caitlyn,50.89,8.25
Diamond+,Bottom,Vayne,50.38,8.39
Diamond+,Bottom,Miss Fortune,50.83,8.59
Diamond+,Bottom,kalista,50.42,9.52
Diamond+,Bottom,Ashe,53.27,9.62
Diamond+,Bottom,Varus,51.3,12.15
Diamond+,Bottom,Lucian,48.31,12.18
Diamond+,Bottom,Kai'Sa,48.09,21.37
Diamond+,Bottom,Aphelios,50.64,25.76
Diamond+,Bottom,Ezreal,52.21,48.49
Diamond+,Supporter,Ivern,40.87,0.06
Diamond+,Supporter,Kennen,44.93,0.07
Diamond+,Supporter,Rammus,37.71,0.09
Diamond+,Supporter,Sion,48.8,0.09
Diamond+,Supporter,Teemo,36.98,0.1
Diamond+,Supporter,Taliyah,46.56,0.14
Diamond+,Supporter,Jarvan IV,48.91,0.15
Diamond+,Supporter,Rumble,41.82,0.18
Diamond+,Supporter,Anivia,51.47,0.18
Diamond+,Supporter,Ashe,45.6,
Diamond+,Supporter,Trundle,45.75,0.2
Diamond+,Supporter,Heimerdinger,50.41,0.2
Diamond+,Supporter,Annie,51.1,0.24
Diamond+,Supporter,Volibear,30.59,0.27
Diamond+,Supporter,Nunu,29.1,
Diamond+,,Veigar,50.9,0.33
Diamond+,Supporter,Malphite,42.22,0.38
Diamond+,Supporter,Neeko,47.24,0.39
Diamond+,Supporter,Poppy,49.57,0.57
Diamond+,Supporter,Zac,52.06,0.64
Diamond+,Supporter,Tahm Kench,48.25,0.69
Diamond+,Supporter,Gragas,49.22,0.69
Diamond+,Supporter,Shen,47.74,0.79
Diamond+,Supporter,Brand,51.15,0.89
Diamond+,Supporter,Fiddlesticks,50.4,0.95
Diamond+,Supporter,Vel'Koz,49.54,1.17
Diamond+,Supporter,Pantheon,52.75,1.33
Diamond+,Supporter,Shaco,51.24,1.39
Diamond+,Supporter,Sona,51.85,1.56
Diamond+,Supporter,Swain,50.96,1.63
Diamond+,Supporter,Galio,51.76,1.63
Diamond+,Supporter,Zyra,51.9,1.63
Diamond+,Supporter,Xerath,50.81,2.17
Diamond+,Supporter,Nami,50.12,2.24
Diamond+,Supporter,Maokai,52.28,2.35
Diamond+,Supporter,Rakan,52.23,2.7
Diamond+,Supporter,Lux,50.33,2.74
Diamond+,Supporter,Braum,50.76,2.96
Diamond+,Supporter,Taric,53.48,3.13
Diamond+,Supporter,Alistar,50.68,3.38
Diamond+,Supporter,Soraka,51.65,4.56
Diamond+,Supporter,Zilean,52.46,4.98
Diamond+,Supporter,Janna,53.23,5.06
Diamond+,Supporter,Morgana,49.17,6.26
Diamond+,Supporter,Sett,48.7,7.55
Diamond+,Supporter,Pyke,51.26,8.6
Diamond+,Supporter,Leona,52.0,8.71
Diamond+,Supporter,Lulu,51.85,9.13
Diamond+,Supporter,Nautilus,50.29,9.9
Diamond+,Supporter,Bard,54.59,11.59
Diamond+,Supporter,Karma,50.55,11.98
Diamond+,Supporter,Blitzcrank,51.32,12.35
Diamond+,Supporter,Senna,50.49,13.53
Diamond+,Supporter,Yuumi,49.11,18.44
Diamond+,Supporter,Thresh,51.56,24.47
